index,Country,Status,Life expectancy ,Label
275,Benin,Developing,59.3,normal
276,Benin,Developing,59.1,normal
277,Benin,Developing,58.7,normal
278,Benin,Developing,58.4,short
279,Benin,Developing,57.6,short
280,Benin,Developing,57.1,short
281,Benin,Developing,56.8,short
282,Benin,Developing,56.5,short
283,Benin,Developing,56.1,short
284,Benin,Developing,55.8,short
285,Benin,Developing,55.6,short
286,Benin,Developing,55.5,short
287,Benin,Developing,55.4,short
288,Bhutan,Developing,69.8,normal
289,Bhutan,Developing,69.4,normal
290,Bhutan,Developing,69.1,normal
291,Bhutan,Developing,68.7,normal
292,Bhutan,Developing,68.3,normal
293,Bhutan,Developing,67.9,normal
294,Bhutan,Developing,67.4,normal
295,Bhutan,Developing,67.0,normal
296,Bhutan,Developing,66.5,normal
297,Bhutan,Developing,65.8,normal
298,Bhutan,Developing,65.0,normal
299,Bhutan,Developing,64.2,normal
300,Bhutan,Developing,63.3,normal
301,Bhutan,Developing,62.5,normal
302,Bhutan,Developing,61.7,normal
303,Bhutan,Developing,62.0,normal
304,Bolivia (Plurinational State of),Developing,77.0,long
305,Bolivia (Plurinational State of),Developing,74.0,normal
306,Bolivia (Plurinational State of),Developing,71.0,normal
307,Bolivia (Plurinational State of),Developing,69.8,normal
308,Bolivia (Plurinational State of),Developing,69.3,normal
309,Bolivia (Plurinational State of),Developing,68.7,normal
310,Bolivia (Plurinational State of),Developing,68.0,normal
311,Bolivia (Plurinational State of),Developing,67.4,normal
312,Bolivia (Plurinational State of),Developing,66.8,normal
313,Bolivia (Plurinational State of),Developing,66.2,normal
314,Bolivia (Plurinational State of),Developing,65.7,normal
315,Bolivia (Plurinational State of),Developing,65.1,normal
316,Bolivia (Plurinational State of),Developing,64.5,normal
317,Bolivia (Plurinational State of),Developing,63.9,normal
318,Bolivia (Plurinational State of),Developing,63.3,normal
319,Bolivia (Plurinational State of),Developing,62.6,normal
320,Bosnia and Herzegovina,Developing,77.4,long
321,Bosnia and Herzegovina,Developing,77.2,long
322,Bosnia and Herzegovina,Developing,77.0,long
323,Bosnia and Herzegovina,Developing,76.8,long
324,Bosnia and Herzegovina,Developing,76.9,long
325,Bosnia and Herzegovina,Developing,76.4,long
326,Bosnia and Herzegovina,Developing,76.1,long
327,Bosnia and Herzegovina,Developing,76.0,long
328,Bosnia and Herzegovina,Developing,75.4,normal
329,Bosnia and Herzegovina,Developing,75.7,normal
330,Bosnia and Herzegovina,Developing,75.0,normal
331,Bosnia and Herzegovina,Developing,75.5,normal
332,Bosnia and Herzegovina,Developing,75.2,normal
333,Bosnia and Herzegovina,Developing,75.4,normal
334,Bosnia and Herzegovina,Developing,74.9,normal
335,Bosnia and Herzegovina,Developing,74.6,normal
336,Botswana,Developing,65.7,normal
337,Botswana,Developing,65.1,normal
338,Botswana,Developing,64.2,normal
339,Botswana,Developing,63.4,normal
340,Botswana,Developing,62.2,normal
341,Botswana,Developing,61.1,normal
342,Botswana,Developing,59.2,normal
343,Botswana,Developing,57.5,short
344,Botswana,Developing,56.9,short
345,Botswana,Developing,54.8,short
346,Botswana,Developing,51.7,short
347,Botswana,Developing,48.1,short
348,Botswana,Developing,46.4,short
349,Botswana,Developing,46.0,short
350,Botswana,Developing,46.7,short
351,Botswana,Developing,47.8,short
352,Brazil,Developing,75.0,normal
353,Brazil,Developing,74.8,normal
354,Brazil,Developing,74.7,normal
355,Brazil,Developing,74.5,normal
356,Brazil,Developing,74.1,normal
357,Brazil,Developing,73.8,normal
358,Brazil,Developing,73.6,normal
359,Brazil,Developing,73.4,normal
360,Brazil,Developing,73.3,normal
361,Brazil,Developing,73.0,normal
362,Brazil,Developing,72.7,normal
363,Brazil,Developing,72.0,normal
364,Brazil,Developing,71.8,normal
365,Brazil,Developing,71.4,normal
366,Brazil,Developing,71.0,normal
367,Brazil,Developing,75.0,normal
368,Brunei Darussalam,Developing,77.7,long
369,Brunei Darussalam,Developing,77.6,long
370,Brunei Darussalam,Developing,77.1,long
371,Brunei Darussalam,Developing,78.3,long
372,Brunei Darussalam,Developing,77.4,long
373,Brunei Darussalam,Developing,76.9,long
374,Brunei Darussalam,Developing,76.8,long
375,Brunei Darussalam,Developing,77.2,long
376,Brunei Darussalam,Developing,76.0,long
377,Brunei Darussalam,Developing,76.3,long
378,Brunei Darussalam,Developing,76.2,long
379,Brunei Darussalam,Developing,76.4,long
380,Brunei Darussalam,Developing,76.0,long
381,Brunei Darussalam,Developing,74.8,normal
382,Brunei Darussalam,Developing,74.7,normal
383,Brunei Darussalam,Developing,74.4,normal
384,Bulgaria,Developed,74.5,short
385,Bulgaria,Developed,74.3,short
386,Bulgaria,Developed,74.1,short
387,Bulgaria,Developed,73.9,short
388,Bulgaria,Developed,73.7,short
389,Bulgaria,Developed,73.4,short
390,Bulgaria,Developed,73.2,short
391,Bulgaria,Developed,72.9,short
392,Bulgaria,Developed,72.6,short
393,Bulgaria,Developed,72.2,short
394,Bulgaria,Developed,72.1,short
395,Bulgaria,Developed,72.2,short
396,Bulgaria,Developed,72.0,short
397,Bulgaria,Developed,71.8,short
398,Bulgaria,Developed,71.6,short
399,Bulgaria,Developed,71.1,short
400,Burkina Faso,Developing,59.9,normal
401,Burkina Faso,Developing,59.3,normal
402,Burkina Faso,Developing,59.0,normal
403,Burkina Faso,Developing,58.6,normal
404,Burkina Faso,Developing,58.1,short
405,Burkina Faso,Developing,57.5,short
406,Burkina Faso,Developing,56.9,short
407,Burkina Faso,Developing,56.1,short
408,Burkina Faso,Developing,55.3,short
409,Burkina Faso,Developing,54.3,short
410,Burkina Faso,Developing,53.3,short
411,Burkina Faso,Developing,52.4,short
412,Burkina Faso,Developing,51.6,short
413,Burkina Faso,Developing,51.0,short
414,Burkina Faso,Developing,56.0,short
415,Burkina Faso,Developing,51.0,short
416,Burundi,Developing,59.6,normal
417,Burundi,Developing,59.1,normal
418,Burundi,Developing,58.6,normal
419,Burundi,Developing,58.0,short
420,Burundi,Developing,57.4,short
421,Burundi,Developing,56.8,short
422,Burundi,Developing,56.2,short
423,Burundi,Developing,55.3,short
424,Burundi,Developing,54.8,short
425,Burundi,Developing,54.1,short
426,Burundi,Developing,53.4,short
427,Burundi,Developing,52.6,short
428,Burundi,Developing,51.9,short
429,Burundi,Developing,51.5,short
430,Burundi,Developing,51.3,short
431,Burundi,Developing,58.0,short
432,Côte d'Ivoire,Developing,53.3,short
433,Côte d'Ivoire,Developing,52.8,short
434,Côte d'Ivoire,Developing,52.3,short
435,Côte d'Ivoire,Developing,52.0,short
436,Côte d'Ivoire,Developing,51.7,short
437,Côte d'Ivoire,Developing,51.5,short
438,Côte d'Ivoire,Developing,51.0,short
439,Côte d'Ivoire,Developing,54.0,short
440,Côte d'Ivoire,Developing,49.9,short
441,Côte d'Ivoire,Developing,49.4,short
442,Côte d'Ivoire,Developing,48.7,short
443,Côte d'Ivoire,Developing,48.2,short
444,Côte d'Ivoire,Developing,48.0,short
445,Côte d'Ivoire,Developing,47.7,short
446,Côte d'Ivoire,Developing,47.8,short
447,Côte d'Ivoire,Developing,47.9,short
448,Cabo Verde,Developing,73.3,normal
449,Cabo Verde,Developing,73.0,normal
450,Cabo Verde,Developing,72.8,normal
451,Cabo Verde,Developing,72.7,normal
452,Cabo Verde,Developing,72.6,normal
453,Cabo Verde,Developing,72.5,normal
454,Cabo Verde,Developing,72.4,normal
455,Cabo Verde,Developing,72.4,normal
456,Cabo Verde,Developing,72.3,normal
457,Cabo Verde,Developing,72.1,normal
458,Cabo Verde,Developing,71.8,normal
459,Cabo Verde,Developing,71.4,normal
460,Cabo Verde,Developing,71.1,normal
461,Cabo Verde,Developing,77.0,long
462,Cabo Verde,Developing,73.0,normal
463,Cabo Verde,Developing,69.9,normal
464,Cambodia,Developing,68.7,normal
465,Cambodia,Developing,68.3,normal
466,Cambodia,Developing,67.8,normal
467,Cambodia,Developing,67.4,normal
468,Cambodia,Developing,67.0,normal
469,Cambodia,Developing,66.6,normal
470,Cambodia,Developing,66.1,normal
471,Cambodia,Developing,65.6,normal
472,Cambodia,Developing,65.0,normal
473,Cambodia,Developing,64.1,normal
474,Cambodia,Developing,62.9,normal
475,Cambodia,Developing,61.5,normal
476,Cambodia,Developing,63.0,normal
477,Cambodia,Developing,59.3,normal
478,Cambodia,Developing,58.5,normal
479,Cambodia,Developing,57.7,short
480,Cameroon,Developing,57.3,short
481,Cameroon,Developing,56.7,short
482,Cameroon,Developing,56.4,short
483,Cameroon,Developing,55.9,short
484,Cameroon,Developing,55.6,short
485,Cameroon,Developing,55.3,short
486,Cameroon,Developing,54.8,short
487,Cameroon,Developing,54.2,short
488,Cameroon,Developing,53.6,short
489,Cameroon,Developing,53.3,short
490,Cameroon,Developing,52.8,short
491,Cameroon,Developing,52.1,short
492,Cameroon,Developing,51.8,short
493,Cameroon,Developing,51.6,short
494,Cameroon,Developing,51.5,short
495,Cameroon,Developing,51.4,short
496,Canada,Developing,82.2,long
497,Canada,Developing,82.0,long
498,Canada,Developing,81.8,long
499,Canada,Developing,81.6,long
500,Canada,Developing,81.5,long
501,Canada,Developing,81.2,long
502,Canada,Developing,81.0,long
503,Canada,Developing,87.0,long
504,Canada,Developing,85.0,long
505,Canada,Developing,85.0,long
506,Canada,Developing,81.0,long
507,Canada,Developing,80.0,long
508,Canada,Developing,79.7,long
509,Canada,Developing,79.5,long
510,Canada,Developing,79.4,long
511,Canada,Developing,79.1,long
512,Central African Republic,Developing,52.5,short
513,Central African Republic,Developing,58.0,short
514,Central African Republic,Developing,49.9,short
515,Central African Republic,Developing,53.0,short
516,Central African Republic,Developing,49.8,short
517,Central African Republic,Developing,49.2,short
518,Central African Republic,Developing,48.6,short
519,Central African Republic,Developing,47.6,short
520,Central African Republic,Developing,46.8,short
521,Central African Republic,Developing,46.3,short
522,Central African Republic,Developing,45.9,short
523,Central African Republic,Developing,45.7,short
524,Central African Republic,Developing,45.7,short
525,Central African Republic,Developing,45.6,short
526,Central African Republic,Developing,45.6,short
527,Central African Republic,Developing,46.0,short
528,Chad,Developing,53.1,short
529,Chad,Developing,52.6,short
530,Chad,Developing,52.2,short
531,Chad,Developing,51.8,short
532,Chad,Developing,51.6,short
533,Chad,Developing,51.2,short
534,Chad,Developing,57.0,short
535,Chad,Developing,49.6,short
536,Chad,Developing,49.4,short
537,Chad,Developing,48.5,short
538,Chad,Developing,48.6,short
539,Chad,Developing,48.5,short
540,Chad,Developing,48.4,short
541,Chad,Developing,48.1,short
542,Chad,Developing,48.0,short
543,Chad,Developing,47.6,short
544,Chile,Developing,85.0,long
545,Chile,Developing,83.0,long
546,Chile,Developing,81.0,long
547,Chile,Developing,79.9,long
548,Chile,Developing,79.8,long
549,Chile,Developing,79.1,long
550,Chile,Developing,79.3,long
551,Chile,Developing,79.6,long
552,Chile,Developing,78.9,long
553,Chile,Developing,78.9,long
554,Chile,Developing,78.4,long
555,Chile,Developing,78.0,long
556,Chile,Developing,77.9,long
557,Chile,Developing,77.8,long
558,Chile,Developing,77.3,long
559,Chile,Developing,77.3,long
560,China,Developing,76.1,long
561,China,Developing,75.8,long
562,China,Developing,75.6,normal
563,China,Developing,75.4,normal
564,China,Developing,75.2,normal
565,China,Developing,75.0,normal
566,China,Developing,74.9,normal
567,China,Developing,74.5,normal
568,China,Developing,74.4,normal
569,China,Developing,74.2,normal
570,China,Developing,73.9,normal
571,China,Developing,73.5,normal
572,China,Developing,73.1,normal
573,China,Developing,72.7,normal
574,China,Developing,72.2,normal
575,China,Developing,71.7,normal
576,Colombia,Developing,74.8,normal
577,Colombia,Developing,74.6,normal
578,Colombia,Developing,74.4,normal
579,Colombia,Developing,74.3,normal
580,Colombia,Developing,74.2,normal
581,Colombia,Developing,73.6,normal
582,Colombia,Developing,73.6,normal
583,Colombia,Developing,73.5,normal
584,Colombia,Developing,73.5,normal
585,Colombia,Developing,73.1,normal
586,Colombia,Developing,73.1,normal
587,Colombia,Developing,72.8,normal
588,Colombia,Developing,72.4,normal
589,Colombia,Developing,71.8,normal
590,Colombia,Developing,71.5,normal
591,Colombia,Developing,71.4,normal
592,Comoros,Developing,63.5,normal
593,Comoros,Developing,63.2,normal
594,Comoros,Developing,62.9,normal
595,Comoros,Developing,62.5,normal
596,Comoros,Developing,62.2,normal
597,Comoros,Developing,61.8,normal
598,Comoros,Developing,61.3,normal
599,Comoros,Developing,61.0,normal
600,Comoros,Developing,66.0,normal
601,Comoros,Developing,63.0,normal
602,Comoros,Developing,60.0,normal
603,Comoros,Developing,59.8,normal
604,Comoros,Developing,59.6,normal
605,Comoros,Developing,59.5,normal
606,Comoros,Developing,59.5,normal
607,Comoros,Developing,59.5,normal
608,Congo,Developing,64.7,normal
609,Congo,Developing,64.2,normal
610,Congo,Developing,63.9,normal
611,Congo,Developing,63.7,normal
612,Congo,Developing,62.9,normal
613,Congo,Developing,62.0,normal
614,Congo,Developing,68.0,normal
615,Congo,Developing,59.4,normal
616,Congo,Developing,58.2,short
617,Congo,Developing,56.9,short
618,Congo,Developing,55.3,short
619,Congo,Developing,54.1,short
620,Congo,Developing,53.2,short
621,Congo,Developing,52.6,short
622,Congo,Developing,52.7,short
623,Congo,Developing,52.9,short
624,Cook Islands,Developing,,long
625,Costa Rica,Developing,79.6,long
626,Costa Rica,Developing,79.5,long
627,Costa Rica,Developing,79.4,long
628,Costa Rica,Developing,79.2,long
629,Costa Rica,Developing,79.0,long
630,Costa Rica,Developing,78.1,long
631,Costa Rica,Developing,79.2,long
632,Costa Rica,Developing,78.9,long
633,Costa Rica,Developing,78.9,long
634,Costa Rica,Developing,78.0,long
635,Costa Rica,Developing,78.6,long
636,Costa Rica,Developing,77.7,long
637,Costa Rica,Developing,78.0,long
638,Costa Rica,Developing,78.3,long
639,Costa Rica,Developing,77.5,long
640,Costa Rica,Developing,77.6,long
641,Croatia,Developed,78.0,normal
642,Croatia,Developed,77.8,normal
643,Croatia,Developed,77.7,normal
644,Croatia,Developed,77.1,normal
645,Croatia,Developed,77.0,normal
646,Croatia,Developed,76.6,normal
647,Croatia,Developed,76.3,normal
648,Croatia,Developed,76.0,normal
649,Croatia,Developed,75.8,short
650,Croatia,Developed,75.9,short
651,Croatia,Developed,75.2,short
652,Croatia,Developed,75.4,short
653,Croatia,Developed,74.7,short
654,Croatia,Developed,74.8,short
655,Croatia,Developed,74.9,short
656,Croatia,Developed,74.7,short
657,Cuba,Developing,79.1,long
658,Cuba,Developing,79.0,long
659,Cuba,Developing,78.7,long
660,Cuba,Developing,78.7,long
661,Cuba,Developing,78.8,long
662,Cuba,Developing,78.0,long
663,Cuba,Developing,78.1,long
664,Cuba,Developing,77.9,long
665,Cuba,Developing,78.1,long
666,Cuba,Developing,78.0,long
667,Cuba,Developing,77.2,long
668,Cuba,Developing,77.3,long
669,Cuba,Developing,77.4,long
670,Cuba,Developing,77.7,long
671,Cuba,Developing,76.7,long
672,Cuba,Developing,76.9,long
673,Cyprus,Developed,85.0,long
674,Cyprus,Developed,83.0,long
675,Cyprus,Developed,81.0,normal
676,Cyprus,Developed,80.0,normal
677,Cyprus,Developed,79.7,normal
678,Cyprus,Developed,79.5,normal
679,Cyprus,Developed,79.3,normal
680,Cyprus,Developed,79.1,normal
681,Cyprus,Developed,78.9,normal
682,Cyprus,Developed,78.8,normal
683,Cyprus,Developed,78.7,normal
684,Cyprus,Developed,78.6,normal
685,Cyprus,Developed,78.5,normal
686,Cyprus,Developed,78.4,normal
687,Cyprus,Developed,78.2,normal
688,Cyprus,Developed,78.1,normal
689,Czechia,Developed,78.8,normal
690,Czechia,Developed,78.6,normal
691,Czechia,Developed,78.2,normal
692,Czechia,Developed,78.0,normal
693,Czechia,Developed,77.8,normal
694,Czechia,Developed,77.5,normal
695,Czechia,Developed,77.1,normal
696,Czechia,Developed,77.0,normal
697,Czechia,Developed,76.8,normal
698,Czechia,Developed,76.5,normal
699,Czechia,Developed,75.9,short
700,Czechia,Developed,75.8,short
701,Czechia,Developed,75.2,short
702,Czechia,Developed,75.3,short
703,Czechia,Developed,75.1,short
704,Czechia,Developed,74.7,short
705,Democratic People's Republic of Korea,Developing,76.0,long
706,Democratic People's Republic of Korea,Developing,73.0,normal
707,Democratic People's Republic of Korea,Developing,71.0,normal
708,Democratic People's Republic of Korea,Developing,69.8,normal
709,Democratic People's Republic of Korea,Developing,69.4,normal
710,Democratic People's Republic of Korea,Developing,69.0,normal
711,Democratic People's Republic of Korea,Developing,68.7,normal
712,Democratic People's Republic of Korea,Developing,68.6,normal
713,Democratic People's Republic of Korea,Developing,68.5,normal
714,Democratic People's Republic of Korea,Developing,68.5,normal
715,Democratic People's Republic of Korea,Developing,68.5,normal
716,Democratic People's Republic of Korea,Developing,68.4,normal
717,Democratic People's Republic of Korea,Developing,68.1,normal
718,Democratic People's Republic of Korea,Developing,67.6,normal
719,Democratic People's Republic of Korea,Developing,66.6,normal
720,Democratic People's Republic of Korea,Developing,65.4,normal
721,Democratic Republic of the Congo,Developing,59.8,normal
722,Democratic Republic of the Congo,Developing,59.3,normal
723,Democratic Republic of the Congo,Developing,58.8,normal
724,Democratic Republic of the Congo,Developing,58.3,short
725,Democratic Republic of the Congo,Developing,57.9,short
726,Democratic Republic of the Congo,Developing,57.4,short
727,Democratic Republic of the Congo,Developing,56.7,short
728,Democratic Republic of the Congo,Developing,56.3,short
729,Democratic Republic of the Congo,Developing,55.7,short
730,Democratic Republic of the Congo,Developing,55.0,short
731,Democratic Republic of the Congo,Developing,54.3,short
732,Democratic Republic of the Congo,Developing,53.5,short
733,Democratic Republic of the Congo,Developing,52.8,short
734,Democratic Republic of the Congo,Developing,52.1,short
735,Democratic Republic of the Congo,Developing,51.8,short
736,Democratic Republic of the Congo,Developing,51.3,short
